run,condition,avg_dc,avg_ic,avg_total_dc,avg_total_ic,avg_total_c,avg_perc_junk1,avg_perc_junk2,final_dc,final_ic,final_total_dc,final_total_ic,final_total_c,final_perc_junk1,final_perc_junk2,init_dc,init_ic,init_total_dc,init_total_ic,init_perc_junk1,init_perc_junk2
409.00,4.00,-997576.37,-18394186.86,143263117.03,173240289.16,316503406.19,45.43,45.05,-18625530.27,-40142825.63,146987412.91,179855767.48,326843180.39,40.00,40.00,20687580.17,6440773.48,154678373.46,184432815.92,97.00,93.00
410.00,4.00,-806550.56,-18167833.13,143300488.07,173262529.43,316563017.50,45.43,45.05,-18608815.51,-40123019.68,146990682.87,179857713.50,326848396.37,40.00,40.00,20737724.44,6500191.33,154688183.35,184438654.00,97.00,93.00
411.00,4.00,-963350.91,-18353631.82,143269812.68,173244273.87,316514086.55,45.43,45.05,-18124087.53,-39548647.07,147085511.89,179914148.20,326999660.09,40.00,40.00,19417258.57,4935521.12,154429856.02,184284918.10,97.00,93.00
412.00,4.00,-1533244.56,-19028920.47,143158322.40,173177923.72,316336246.12,45.43,45.05,-19427838.65,-41093511.32,146830454.53,179762358.32,326592812.85,40.00,40.00,20955016.30,6757668.71,154730692.92,184463952.31,97.00,93.00
413.00,4.00,-819285.62,-18182923.38,143297996.67,173261046.75,316559043.42,45.43,45.05,-18642245.03,-40162631.58,146984142.94,179853821.45,326837964.39,40.00,40.00,20587291.62,6321937.76,154658753.66,184421139.78,97.00,93.00
414.00,4.00,-1134478.19,-18556407.04,143236334.45,173224350.29,316460684.74,45.43,45.05,-18993254.94,-40578556.57,146915473.65,179812954.95,326728428.60,40.00,40.00,20721009.69,6480385.38,154684913.39,184436707.97,97.00,93.00
415.00,4.00,-2775708.23,-20501162.90,142915254.91,173033269.27,315948524.18,45.43,45.05,-19962710.90,-41727301.79,146725815.61,179700085.56,326425901.17,40.00,40.00,17879500.85,3113373.54,154129019.13,184105883.89,97.00,93.00
416.00,4.00,837067.29,-16220247.85,143622034.75,173453888.46,317075923.21,45.43,45.05,-17405352.95,-38696991.13,147226120.44,179997827.23,327223947.67,40.00,40.00,23311797.15,9550307.94,155191758.15,184738341.69,97.00,93.00
417.00,4.00,-1671738.27,-19193026.93,143131228.39,173161799.52,316293027.91,45.43,45.05,-18458382.69,-39944766.11,147020112.57,179875227.72,326895340.29,40.00,40.00,19684694.70,5252416.36,154482175.48,184316054.48,97.00,93.00
418.00,4.00,-2283816.78,-19918302.03,143011485.34,173090537.98,316102023.32,45.43,45.05,-21015740.64,-42975076.76,146519807.74,179577486.04,326097293.78,40.00,40.00,19734838.97,5311834.21,154491985.38,184321892.56,97.00,93.00
419.00,4.00,-1261032.79,-18706366.39,143211576.13,173209616.11,316421192.24,45.43,45.05,-18809392.61,-40360691.10,146951443.28,179834361.21,326785804.49,40.00,40.00,19968845.58,5589117.54,154537764.91,184349136.89,97.00,93.00
420.00,4.00,-1159948.30,-18586587.54,143231351.64,173221384.92,316452736.56,45.43,45.05,-18909681.15,-40479526.81,146931823.48,179822685.07,326754508.55,40.00,40.00,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
421.00,4.00,-2996183.84,-20762412.84,142872122.50,173007600.29,315879722.79,45.43,45.05,-20547727.42,-42420510.11,146611366.79,179631974.72,326243341.51,40.00,40.00,18765383.02,4163089.00,154302327.34,184209023.16,97.00,93.00
422.00,4.00,-1379627.98,-18846894.34,143188374.95,173195808.61,316384183.56,45.43,45.05,-18709104.06,-40241855.39,146971063.08,179846037.36,326817100.44,40.00,40.00,19701409.46,5272222.31,154485445.45,184318000.51,97.00,93.00
423.00,4.00,-1732229.77,-19264705.61,143119394.23,173154756.77,316274151.00,45.43,45.05,-18424953.17,-39905154.20,147026652.50,179879119.76,326905772.26,40.00,40.00,20002275.10,5628729.44,154544304.84,184353028.94,97.00,93.00
424.00,4.00,-1212480.40,-18648834.82,143221074.61,173215268.85,316436343.46,45.43,45.05,-20062999.44,-41846137.50,146706195.81,179688409.41,326394605.22,40.00,40.00,21406314.76,7292429.41,154818982.00,184516494.96,97.00,93.00
425.00,4.00,595897.21,-16506019.44,143574853.81,173425810.11,317000663.92,45.43,45.05,-18124087.53,-39548647.07,147085511.89,179914148.20,326999660.09,40.00,40.00,23211508.60,9431472.23,155172138.35,184726665.55,97.00,93.00
426.00,4.00,-876593.36,-18250829.50,143286785.36,173254374.66,316541160.02,45.43,45.05,-18809392.61,-40360691.10,146951443.28,179834361.21,326785804.49,40.00,40.00,20420144.05,6123878.24,154626054.00,184401679.54,97.00,93.00
427.00,4.00,-1130498.49,-18551691.34,143237113.01,173224813.63,316461926.64,45.43,45.05,-19143687.76,-40756810.14,146886043.95,179795440.73,326681484.68,40.00,40.00,20319855.50,6005042.53,154606434.20,184390003.40,97.00,93.00
428.00,4.00,-597218.12,-17919787.16,143341440.51,173286901.07,316628341.58,45.43,45.05,-19076828.73,-40677586.33,146899123.82,179803224.83,326702348.65,40.00,40.00,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
429.00,4.00,-1284911.01,-18734660.61,143206904.75,173206836.08,316413740.83,45.43,45.05,-19444553.40,-41113317.28,146827184.56,179760412.30,326587596.86,40.00,40.00,19935416.07,5549505.64,154531224.98,184345244.84,97.00,93.00
430.00,4.00,89678.83,-17105856.84,143475820.55,173366873.39,316842693.94,45.43,45.05,-18458382.69,-39944766.11,147020112.57,179875227.72,326895340.29,40.00,40.00,21790754.19,7747966.31,154894191.23,184561253.51,97.00,93.00
431.00,4.00,-397436.97,-17683058.87,143380524.39,173310160.69,316690685.08,45.43,45.05,-17973654.71,-39370393.50,147114941.59,179931662.41,327046604.00,40.00,40.00,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
432.00,4.00,715288.34,-16364548.35,143598210.71,173439710.28,317037920.99,45.43,45.05,-17154631.58,-38399901.85,147275169.93,180027017.59,327302187.52,40.00,40.00,22125049.35,8144085.35,154959590.55,184600173.99,97.00,93.00
433.00,4.00,-1078762.33,-18490387.20,143247234.34,173230837.04,316478071.38,45.43,45.05,-19594986.22,-41291570.84,146797754.87,179742898.08,326540652.95,40.00,40.00,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
434.00,4.00,-1272971.90,-18720513.50,143209240.44,173208226.10,316417466.54,45.43,45.05,-18892966.39,-40459720.86,146935093.45,179824631.09,326759724.54,40.00,40.00,20035704.62,5668341.35,154550844.77,184356920.99,97.00,93.00
435.00,4.00,-715813.31,-18060315.10,143318239.32,173273093.56,316591332.88,45.43,45.05,-19076828.73,-40677586.33,146899123.82,179803224.83,326702348.65,40.00,40.00,21172308.15,7015146.08,154773202.48,184489250.62,97.00,93.00
436.00,4.00,-75080.92,-17301086.94,143443588.02,173347691.15,316791279.17,45.43,45.05,-17973654.71,-39370393.50,147114941.59,179931662.41,327046604.00,40.00,40.00,21540032.82,7450877.03,154845141.73,184532063.15,97.00,93.00
437.00,4.00,-933105.16,-18317792.48,143275729.76,173247795.25,316523525.01,45.43,45.05,-18658959.78,-40182437.53,146980872.97,179851875.43,326832748.40,40.00,40.00,20487003.08,6203102.05,154639133.86,184409463.64,97.00,93.00
438.00,4.00,-1147213.25,-18571497.29,143233843.05,173222867.61,316456710.66,45.43,45.05,-19444553.40,-41113317.28,146827184.56,179760412.30,326587596.86,40.00,40.00,20871442.51,6658638.95,154714343.08,184454222.19,97.00,93.00
439.00,4.00,-169797.88,-17413320.67,143425058.21,173336663.68,316761721.89,45.43,45.05,-17923510.44,-39310975.64,147124751.49,179937500.48,327062251.97,40.00,40.00,20620721.14,6361549.67,154665293.59,184425031.83,97.00,93.00
440.00,4.00,-32100.12,-17250157.35,143451996.51,173352695.21,316804691.72,45.43,45.05,-18575386.00,-40083407.77,146997222.80,179861605.55,326858828.35,40.00,40.00,21857613.22,7827190.12,154907271.09,184569037.60,97.00,93.00
441.00,4.00,-1815803.56,-19363735.37,143103044.40,173145026.65,316248071.05,45.43,45.05,-19344264.86,-40994481.56,146846804.36,179772088.44,326618892.80,40.00,40.00,19818412.76,5410863.97,154508335.21,184331622.68,97.00,93.00
442.00,4.00,-762773.82,-18115960.40,143309052.27,173267626.16,316576678.43,45.43,45.05,-19043399.21,-40637974.43,146905663.75,179807116.88,326712780.63,40.00,40.00,21774039.43,7728160.36,154890921.26,184559307.48,97.00,93.00
443.00,4.00,-386293.80,-17669854.91,143382704.37,173311458.04,316694162.41,45.43,45.05,-19060113.97,-40657780.38,146902393.78,179805170.85,326707564.63,40.00,40.00,21707180.40,7648936.55,154877841.40,184551523.39,97.00,93.00
444.00,4.00,649225.25,-16442829.02,143585286.56,173432018.86,317017305.42,45.43,45.05,-17522356.25,-38835632.80,147203230.68,179984205.06,327187435.74,40.00,40.00,22927357.72,9094771.04,155116548.93,184693583.14,97.00,93.00
445.00,4.00,-772325.11,-18127278.08,143307183.72,173266514.15,316573697.87,45.43,45.05,-18775963.09,-40321079.20,146957983.21,179838253.26,326796236.47,40.00,40.00,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
446.00,4.00,-109306.38,-17341641.99,143436892.38,173343706.43,316780598.81,45.43,45.05,-18190946.57,-39627870.88,147072432.03,179906364.10,326978796.13,40.00,40.00,22141764.10,8163891.30,154962860.52,184602120.01,97.00,93.00
447.00,4.00,-1327891.82,-18785590.20,143198496.27,173201832.02,316400328.29,45.43,45.05,-18959825.43,-40538944.67,146922013.58,179816847.00,326738860.58,40.00,40.00,19550976.64,5093968.74,154456015.75,184300486.29,97.00,93.00
448.00,4.00,287868.10,-16871014.84,143514593.00,173389947.67,316904540.67,45.43,45.05,-16519470.78,-37647275.68,147399428.65,180100966.50,327500395.15,40.00,40.00,20921586.78,6718056.80,154724152.98,184460060.26,97.00,93.00
449.00,4.00,-716609.25,-18061258.24,143318083.61,173273000.89,316591084.50,45.43,45.05,-18124087.53,-39548647.07,147085511.89,179914148.20,326999660.09,40.00,40.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
450.00,4.00,1501677.90,-15432725.47,143752054.84,173531266.08,317283320.92,45.43,45.05,-17171346.34,-38419707.80,147271899.97,180025071.56,327296971.53,40.00,40.00,23161364.33,9372054.37,155162328.46,184720827.48,97.00,93.00
451.00,4.00,-833612.55,-18199899.91,143295193.84,173259378.73,316554572.57,45.43,45.05,-19394409.13,-41053899.42,146836994.46,179766250.37,326603244.83,40.00,40.00,21523318.06,7431071.08,154841871.77,184530117.12,97.00,93.00
452.00,4.00,-1923255.58,-19491059.35,143082023.19,173132516.50,316214539.69,45.43,45.05,-19528127.19,-41212347.04,146810834.73,179750682.18,326561516.91,40.00,40.00,18029933.67,3291627.11,154158448.83,184123398.11,97.00,93.00
453.00,4.00,-1101844.62,-18517738.28,143242718.67,173228149.67,316470868.34,45.43,45.05,-19594986.22,-41291570.84,146797754.87,179742898.08,326540652.95,40.00,40.00,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
454.00,4.00,-1870723.48,-19428812.07,143092300.22,173138632.57,316230932.79,45.43,45.05,-20062999.44,-41846137.50,146706195.81,179688409.41,326394605.22,40.00,40.00,20386714.53,6084266.34,154619514.06,184397787.49,97.00,93.00
455.00,4.00,-1675717.97,-19197742.63,143130449.83,173161336.18,316291786.01,45.43,45.05,-19528127.19,-41212347.04,146810834.73,179750682.18,326561516.91,40.00,40.00,18330799.32,3648134.24,154217308.22,184158426.54,97.00,93.00
456.00,4.00,-1242726.15,-18684674.16,143215157.53,173211747.47,316426905.00,45.43,45.05,-18508526.96,-40004183.96,147010302.67,179869389.64,326879692.31,40.00,40.00,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
457.00,4.00,-3004143.25,-20771844.24,142870565.37,173006673.61,315877238.98,45.43,45.05,-20664730.73,-42559151.77,146588477.03,179618352.55,326206829.58,40.00,40.00,18481232.14,3826387.81,154246737.91,184175940.76,97.00,93.00
458.00,4.00,-660097.45,-17994295.26,143329139.21,173279580.31,316608719.52,45.43,45.05,-19411123.89,-41073705.37,146833724.49,179764304.35,326598028.84,40.00,40.00,20888157.26,6678444.90,154717613.05,184456168.21,97.00,93.00
459.00,4.00,537793.53,-16574868.70,143563486.78,173419045.36,316982532.14,45.43,45.05,-16736762.63,-37904753.05,147356919.09,180075668.19,327432587.28,40.00,40.00,21723895.16,7668742.50,154881111.36,184553469.41,97.00,93.00
460.00,4.00,-524787.50,-17833961.36,143355610.36,173295333.84,316650944.20,45.43,45.05,-18608815.51,-40123019.68,146990682.87,179857713.50,326848396.37,40.00,40.00,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
461.00,4.00,-1639104.69,-19154358.16,143137612.61,173165598.90,316303211.51,45.43,45.05,-19661845.25,-41370794.65,146784675.00,179735113.99,326519788.99,40.00,40.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
462.00,4.00,-601993.77,-17925446.00,143340506.23,173286345.06,316626851.29,45.43,45.05,-19260691.07,-40895451.80,146863154.19,179781818.56,326644972.75,40.00,40.00,21640321.37,7569712.74,154864761.53,184543739.29,97.00,93.00
463.00,4.00,-1201337.23,-18635630.85,143223254.58,173216566.20,316439820.78,45.43,45.05,-19494697.68,-41172735.13,146817374.66,179754574.23,326571948.89,40.00,40.00,21606891.85,7530100.84,154858221.60,184539847.24,97.00,93.00
464.00,4.00,-969718.44,-18361176.94,143268566.97,173243532.53,316512099.50,45.43,45.05,-19026684.46,-40618168.48,146908933.72,179809062.90,326717996.62,40.00,40.00,20904872.02,6698250.85,154720883.02,184458114.24,97.00,93.00
465.00,4.00,-1327095.88,-18784647.06,143198651.98,173201924.68,316400576.66,45.43,45.05,-18508526.96,-40004183.96,147010302.67,179869389.64,326879692.31,40.00,40.00,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
466.00,4.00,-1081946.10,-18494159.76,143246611.49,173230466.37,316477077.86,45.43,45.05,-18307949.87,-39766512.54,147049542.26,179892741.93,326942284.19,40.00,40.00,20470288.32,6183296.10,154635863.89,184407517.61,97.00,93.00
467.00,4.00,-1042945.00,-18447945.88,143254241.41,173235007.09,316489248.50,45.43,45.05,-19444553.40,-41113317.28,146827184.56,179760412.30,326587596.86,40.00,40.00,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
468.00,4.00,-1213276.34,-18649777.96,143220918.89,173215176.18,316436095.07,45.43,45.05,-20263576.54,-42083808.92,146666956.22,179665057.12,326332013.34,40.00,40.00,21172308.15,7015146.08,154773202.48,184489250.62,97.00,93.00
469.00,4.00,-158654.71,-17400116.70,143427238.19,173337961.03,316765199.22,45.43,45.05,-18675674.54,-40202243.48,146977603.01,179849929.40,326827532.41,40.00,40.00,21623606.61,7549906.79,154861491.56,184541793.27,97.00,93.00
470.00,4.00,-2731931.48,-20449290.17,142923819.11,173038366.00,315962185.11,45.43,45.05,-20046284.69,-41826331.55,146709465.78,179690355.44,326399821.22,40.00,40.00,19032819.14,4479984.23,154354646.80,184240159.55,97.00,93.00
471.00,4.00,-670444.68,-18006556.09,143327114.94,173278375.63,316605490.57,45.43,45.05,-17990369.47,-39390199.45,147111671.62,179929716.39,327041388.01,40.00,40.00,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
472.00,4.00,-2125424.55,-19730617.05,143042472.17,173108978.87,316151451.04,45.43,45.05,-19310835.34,-40954869.66,146853344.29,179775980.49,326629324.78,40.00,40.00,18949245.36,4380954.47,154338296.97,184230429.43,97.00,93.00
473.00,4.00,-193676.11,-17441614.89,143420386.83,173333883.65,316754270.48,45.43,45.05,-18274520.35,-39726900.64,147056082.20,179896633.98,326952716.18,40.00,40.00,20938301.54,6737862.76,154727422.95,184462006.28,97.00,93.00
474.00,4.00,-1546775.55,-19044953.86,143155675.28,173176348.37,316332023.65,45.43,45.05,-19895851.86,-41648077.98,146738895.47,179707869.65,326446765.12,40.00,40.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
475.00,4.00,-810530.27,-18172548.83,143299709.51,173262066.09,316561775.60,45.43,45.05,-18809392.61,-40360691.10,146951443.28,179834361.21,326785804.49,40.00,40.00,21406314.76,7292429.41,154818982.00,184516494.96,97.00,93.00
476.00,4.00,-156266.89,-17397287.28,143427705.33,173338239.03,316765944.36,45.43,45.05,-18291235.11,-39746706.59,147052812.23,179894687.96,326947500.19,40.00,40.00,21807468.95,7767772.26,154897461.19,184563199.53,97.00,93.00
477.00,4.00,57045.26,-17144525.61,143469436.33,173363074.01,316832510.34,45.43,45.05,-17689503.83,-39033692.32,147170531.01,179964744.82,327135275.83,40.00,40.00,22141764.10,8163891.30,154962860.52,184602120.01,97.00,93.00
478.00,4.00,67392.49,-17132264.78,143471460.59,173364278.69,316835739.28,45.43,45.05,-18224376.08,-39667482.78,147065892.10,179902472.05,326968364.15,40.00,40.00,21205737.66,7054757.99,154779742.41,184493142.67,97.00,93.00
479.00,4.00,-1144825.43,-18568667.87,143234310.18,173223145.61,316457455.79,45.43,45.05,-19661845.25,-41370794.65,146784675.00,179735113.99,326519788.99,40.00,40.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
480.00,4.00,-595626.24,-17917900.88,143341751.93,173287086.40,316628838.33,45.43,45.05,-18374808.90,-39845736.35,147036462.40,179884957.84,326921420.24,40.00,40.00,20955016.30,6757668.71,154730692.92,184463952.31,97.00,93.00
481.00,4.00,-110898.26,-17343528.27,143436580.95,173343521.10,316780102.05,45.43,45.05,-18775963.09,-40321079.20,146957983.21,179838253.26,326796236.47,40.00,40.00,22058190.31,8064861.54,154946510.69,184592389.89,97.00,93.00
482.00,4.00,-510460.57,-17816984.83,143358413.19,173297001.86,316655415.05,45.43,45.05,-18341379.39,-39806124.44,147043002.33,179888849.88,326931852.21,40.00,40.00,21757324.67,7708354.40,154887651.29,184557361.46,97.00,93.00
483.00,4.00,-929921.40,-18314019.92,143276352.61,173248165.92,316524518.53,45.43,45.05,-18107372.78,-39528841.12,147088781.86,179916094.22,327004876.08,40.00,40.00,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
484.00,4.00,-1585776.66,-19091167.75,143148045.36,173171807.65,316319853.01,45.43,45.05,-18775963.09,-40321079.20,146957983.21,179838253.26,326796236.47,40.00,40.00,20069134.13,5707953.25,154557384.71,184360813.04,97.00,93.00
485.00,4.00,876864.33,-16173090.82,143629820.38,173458521.85,317088342.23,45.43,45.05,-17238205.37,-38498931.61,147258820.10,180017287.47,327276107.57,40.00,40.00,22392485.47,8460980.58,155011910.01,184631310.37,97.00,93.00
486.00,4.00,501976.19,-16617310.03,143556479.71,173414875.31,316971355.02,45.43,45.05,-17605930.04,-38934662.56,147186880.85,179974474.94,327161355.79,40.00,40.00,22342341.20,8401562.72,155002100.11,184625472.30,97.00,93.00
487.00,4.00,209865.90,-16963442.62,143499333.16,173380866.22,316880199.38,45.43,45.05,-17221490.61,-38479125.66,147262090.07,180019233.49,327281323.56,40.00,40.00,21356170.48,7233011.56,154809172.10,184510656.88,97.00,93.00
488.00,4.00,-442805.60,-17736817.89,143371648.77,173304878.62,316676527.39,45.43,45.05,-16937339.73,-38142424.48,147317679.49,180052315.90,327369995.39,40.00,40.00,20620721.14,6361549.67,154665293.59,184425031.83,97.00,93.00
489.00,4.00,-619504.46,-17946195.09,143337080.55,173284306.37,316621386.92,45.43,45.05,-19360979.61,-41014287.52,146843534.39,179770142.42,326613676.81,40.00,40.00,21272596.70,7133981.80,154792822.27,184500926.76,97.00,93.00
490.00,4.00,-1996482.13,-19577828.28,143067697.62,173123991.06,316191688.68,45.43,45.05,-20330435.57,-42163032.73,146653876.35,179657273.03,326311149.38,40.00,40.00,19250111.00,4737461.60,154397156.36,184265457.86,97.00,93.00
491.00,4.00,-1476732.76,-18961957.49,143169378.00,173184503.14,316353881.14,45.43,45.05,-19795563.32,-41529242.27,146758515.27,179719545.80,326478061.07,40.00,40.00,20804583.48,6579415.14,154701263.22,184446438.09,97.00,93.00
492.00,4.00,-432458.36,-17724557.06,143373673.03,173306083.30,316679756.33,45.43,45.05,-18140802.29,-39568453.02,147082241.93,179912202.17,326994444.10,40.00,40.00,21088734.36,6916116.32,154756852.64,184479520.50,97.00,93.00
493.00,4.00,-473847.29,-17773600.37,143365575.97,173301264.58,316666840.55,45.43,45.05,-18642245.03,-40162631.58,146984142.94,179853821.45,326837964.39,40.00,40.00,21289311.45,7153787.75,154796092.24,184502872.79,97.00,93.00
494.00,4.00,57045.26,-17144525.61,143469436.33,173363074.01,316832510.34,45.43,45.05,-18525241.72,-40023989.92,147007032.70,179867443.62,326874476.32,40.00,40.00,21205737.66,7054757.99,154779742.41,184493142.67,97.00,93.00
495.00,4.00,-953799.62,-18342314.13,143271681.23,173245385.89,316517067.12,45.43,45.05,-19594986.22,-41291570.84,146797754.87,179742898.08,326540652.95,40.00,40.00,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
496.00,4.00,288664.04,-16870071.70,143514748.72,173390040.34,316904789.06,45.43,45.05,-17405352.95,-38696991.13,147226120.44,179997827.23,327223947.67,40.00,40.00,22526203.53,8619428.20,155038069.74,184646878.56,97.00,93.00
497.00,4.00,-494541.75,-17798122.02,143361527.44,173298855.21,316660382.65,45.43,45.05,-17923510.44,-39310975.64,147124751.49,179937500.48,327062251.97,40.00,40.00,20771153.96,6539803.24,154694723.29,184442546.04,97.00,93.00
498.00,4.00,-215166.51,-17467079.68,143416182.59,173331381.61,316747564.20,45.43,45.05,-18926395.91,-40499332.76,146928553.51,179820739.04,326749292.55,40.00,40.00,21757324.67,7708354.40,154887651.29,184557361.46,97.00,93.00
499.00,4.00,419994.28,-16714453.51,143540441.31,173405330.53,316945771.84,45.43,45.05,-17522356.25,-38835632.80,147203230.68,179984205.06,327187435.74,40.00,40.00,22125049.35,8144085.35,154959590.55,184600173.99,97.00,93.00
500.00,4.00,-1854008.72,-19409006.12,143095570.19,173140578.59,316236148.78,45.43,45.05,-20062999.44,-41846137.50,146706195.81,179688409.41,326394605.22,40.00,40.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
501.00,5.00,12289860.17,-2649398.16,145862584.46,174787285.57,320649870.03,54.48,54.10,8385518.40,-8136407.20,152271678.32,183000542.26,335272220.58,50.00,50.00,19350399.54,4856297.32,154416776.16,184277134.00,97.00,93.00
502.00,5.00,14715091.94,224351.16,146337040.99,175069644.39,321406685.38,54.48,54.10,10892732.08,-5165514.40,152762173.25,183292445.86,336054619.11,50.00,50.00,22542918.29,8639234.15,155041339.71,184648824.59,97.00,93.00
503.00,5.00,13332542.69,-1413884.02,146066568.07,174908680.40,320975248.47,54.48,54.10,10140567.97,-6056782.24,152615024.77,183204874.78,335819899.55,50.00,50.00,20386714.53,6084266.34,154619514.06,184397787.49,97.00,93.00
504.00,5.00,14325080.93,-237787.72,146260741.78,175024237.16,321284978.94,54.48,54.10,11494463.36,-4452500.12,152879892.03,183362502.72,336242394.75,50.00,50.00,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
505.00,5.00,12177632.51,-2782380.99,145840628.97,174774219.41,320614848.38,54.48,54.10,8452377.43,-8057183.39,152284758.18,183008326.36,335293084.54,50.00,50.00,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
506.00,5.00,13627836.74,-1063978.86,146124337.47,174943060.16,321067397.63,54.48,54.10,10491577.89,-5640857.24,152683694.06,183245741.28,335929435.34,50.00,50.00,20537147.35,6262519.91,154648943.76,184415301.71,97.00,93.00
507.00,5.00,14763644.33,281882.73,146346539.46,175075297.12,321421836.58,54.48,54.10,11745184.73,-4155410.84,152928941.53,183391693.08,336320634.61,50.00,50.00,21807468.95,7767772.26,154897461.19,184563199.53,97.00,93.00
508.00,5.00,13833985.42,-819705.46,146164667.06,174967061.12,321131728.18,54.48,54.10,11327315.78,-4650559.64,152847192.37,183343042.48,336190234.85,50.00,50.00,20487003.08,6203102.05,154639133.86,184409463.64,97.00,93.00
509.00,5.00,13677981.02,-1004561.01,146134147.37,174948898.23,321083045.60,54.48,54.10,10307715.55,-5858722.72,152647724.43,183224335.02,335872059.45,50.00,50.00,20670865.41,6420967.52,154675103.49,184430869.90,97.00,93.00
510.00,5.00,13830005.72,-824421.16,146163888.49,174966597.78,321130486.27,54.48,54.10,10408004.10,-5739887.00,152667344.23,183236011.16,335903355.39,50.00,50.00,20754439.20,6519997.28,154691453.32,184440600.02,97.00,93.00
511.00,5.00,13731309.05,-941370.59,146144580.12,174955106.97,321099687.09,54.48,54.10,10876017.32,-5185320.35,152758903.28,183290499.84,336049403.12,50.00,50.00,20888157.26,6678444.90,154717613.05,184456168.21,97.00,93.00
512.00,5.00,12085303.38,-2891785.29,145822566.30,174763469.94,320586036.24,54.48,54.10,9254685.81,-7106497.69,152441716.56,183101735.51,335543452.07,50.00,50.00,19751553.73,5331640.16,154495255.35,184323838.58,97.00,93.00
513.00,5.00,12910694.04,-1913748.52,145984040.35,174859566.46,320843606.81,54.48,54.10,9722699.03,-6551931.04,152533275.62,183156224.18,335689499.80,50.00,50.00,19116392.93,4579013.99,154370996.63,184249889.67,97.00,93.00
514.00,5.00,13841148.89,-811217.19,146166068.47,174967895.13,321133963.60,54.48,54.10,10090423.70,-6116200.09,152605214.87,183199036.71,335804251.58,50.00,50.00,21757324.67,7708354.40,154887651.29,184557361.46,97.00,93.00
515.00,5.00,13744044.11,-926280.34,146147071.52,174956589.66,321103661.18,54.48,54.10,9588980.97,-6710378.65,152507115.89,183140655.99,335647771.88,50.00,50.00,20921586.78,6718056.80,154724152.98,184460060.26,97.00,93.00
516.00,5.00,13599182.87,-1097931.92,146118731.82,174939724.12,321058455.94,54.48,54.10,10491577.89,-5640857.24,152683694.06,183245741.28,335929435.34,50.00,50.00,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
517.00,5.00,14633110.03,127207.68,146321002.58,175060099.60,321381102.18,54.48,54.10,11394174.81,-4571335.84,152860272.24,183350826.58,336211098.82,50.00,50.00,21406314.76,7292429.41,154818982.00,184516494.96,97.00,93.00
518.00,5.00,13973275.07,-654655.86,146191916.77,174983277.99,321175194.76,54.48,54.10,9789558.06,-6472707.23,152546355.48,183164008.28,335710363.76,50.00,50.00,21540032.82,7450877.03,154845141.73,184532063.15,97.00,93.00
519.00,5.00,12659176.73,-2211780.94,145934835.14,174830283.43,320765118.57,54.48,54.10,9622410.48,-6670766.75,152513655.82,183144548.04,335658203.86,50.00,50.00,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
520.00,5.00,13941437.44,-692381.48,146185688.27,174979571.27,321165259.54,54.48,54.10,10173997.49,-6017170.33,152621564.70,183208766.83,335830331.53,50.00,50.00,20804583.48,6579415.14,154701263.22,184446438.09,97.00,93.00
521.00,5.00,13975662.89,-651826.43,146192383.91,174983555.99,321175939.90,54.48,54.10,11845473.27,-4036575.13,152948561.33,183403369.23,336351930.56,50.00,50.00,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
522.00,5.00,13508445.61,-1205449.95,146100980.57,174929159.99,321030140.56,54.48,54.10,10742299.26,-5343767.96,152732743.55,183274931.64,336007675.19,50.00,50.00,21021875.33,6836892.52,154743772.78,184471736.40,97.00,93.00
523.00,5.00,14618783.10,110231.15,146318199.76,175058431.58,321376631.34,54.48,54.10,11043164.90,-4987260.83,152791602.95,183309960.08,336101563.03,50.00,50.00,21439744.27,7332041.32,154825521.94,184520387.00,97.00,93.00
524.00,5.00,13545058.89,-1162065.48,146108143.35,174933422.71,321041566.06,54.48,54.10,10775728.77,-5304156.06,152739283.49,183278823.69,336018107.18,50.00,50.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
