run,condition,avg_dc,avg_ic,avg_total_dc,avg_total_ic,avg_total_c,avg_perc_junk1,avg_perc_junk2,final_dc,final_ic,final_total_dc,final_total_ic,final_total_c,final_perc_junk1,final_perc_junk2,init_dc,init_ic,init_total_dc,init_total_ic,init_perc_junk1,init_perc_junk2
1620.00,16.00,19294139.65,5650238.86,147232856.02,175602762.29,322835618.31,63.22,63.10,29596546.10,16997345.89,156421265.45,185470046.72,341891312.17,62.01,62.21,19467402.85,4994938.98,154439665.92,184290756.17,97.00,93.00
1621.00,16.00,18884230.11,5164521.47,147152663.99,175555038.37,322707702.36,63.16,62.98,29629975.62,17036957.80,156427805.38,185473938.76,341901744.14,61.95,62.14,19400543.82,4915715.17,154426586.06,184282972.08,97.00,93.00
1622.00,16.00,19709620.77,6142558.24,147314138.04,175651134.89,322965272.93,63.29,63.15,30616146.33,18205508.96,156620733.39,185588754.18,342209487.57,62.08,62.30,19433973.33,4955327.08,154433125.99,184286864.12,97.00,93.00
1623.00,16.00,19282996.48,5637034.90,147230676.04,175601464.94,322832140.98,63.26,63.20,29746978.92,17175599.46,156450695.15,185487560.93,341938256.08,62.03,62.35,19968845.58,5589117.54,154537764.91,184349136.89,97.00,93.00
1624.00,16.00,19146890.59,5475757.86,147204049.18,175585618.75,322789667.93,63.27,62.97,30699720.12,18304538.72,156637083.22,185598484.30,342235567.52,62.08,62.12,17963074.64,3212403.30,154145368.96,184115614.01,97.00,93.00
1625.00,16.00,19741458.41,6180283.87,147320366.55,175654841.60,322975208.15,63.22,63.05,30716434.87,18324344.68,156640353.19,185600430.32,342240783.51,61.99,62.17,19300255.27,4796879.46,154406966.26,184271295.93,97.00,93.00
1626.00,16.00,20074957.62,6575459.76,147385610.16,175693669.41,323079279.57,63.29,63.08,30649575.84,18245120.87,156627273.32,185592646.23,342219919.55,62.09,62.18,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
1627.00,16.00,19949994.91,6427386.69,147361163.27,175679120.57,323040283.84,63.33,63.01,30448998.75,18007449.44,156588033.73,185569293.94,342157327.67,62.09,62.14,19935416.07,5549505.64,154531224.98,184345244.84,97.00,93.00
1628.00,16.00,19655496.80,6078424.68,147303549.58,175644833.48,322948383.06,63.21,63.02,30031129.80,17512300.64,156506284.57,185520643.34,342026927.91,62.00,62.16,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
1629.00,16.00,20367067.91,6921592.35,147442756.71,175727678.50,323170435.21,63.20,63.20,31635746.56,19413672.04,156820201.33,185707461.64,342527662.97,61.96,62.36,19935416.07,5549505.64,154531224.98,184345244.84,97.00,93.00
1630.00,16.00,20577196.30,7170581.47,147483864.86,175752142.80,323236007.66,63.12,63.13,31435169.46,19176000.61,156780961.74,185684109.36,342465071.10,61.92,62.29,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
1631.00,16.00,20877266.00,7526145.46,147542568.54,175787078.57,323329647.11,63.26,62.94,30967156.24,18621433.96,156689402.68,185629620.68,342319023.36,62.05,62.06,21840898.46,7807384.16,154904001.12,184567091.58,97.00,93.00
1632.00,16.00,20649626.92,7256407.26,147498034.71,175760575.57,323258610.28,63.13,63.05,31251307.13,18958135.14,156744992.11,185662703.09,342407695.20,61.92,62.17,20754439.20,6519997.28,154691453.32,184440600.02,97.00,93.00
1633.00,16.00,19165993.17,5498393.23,147207786.28,175587842.78,322795629.06,63.21,63.09,29362539.49,16720062.56,156375485.92,185442802.38,341818288.30,62.00,62.22,19300255.27,4796879.46,154406966.26,184271295.93,97.00,93.00
1634.00,16.00,21309461.88,8038270.79,147627120.52,175837397.19,323464517.71,63.27,63.01,32020185.99,19869208.93,156895410.55,185752220.20,342647630.75,62.06,62.14,21423029.52,7312235.36,154822251.97,184518440.98,97.00,93.00
1635.00,16.00,21476609.46,8236330.31,147659820.18,175856857.43,323516677.61,63.28,63.09,32254192.60,20146492.26,156941190.08,185779464.53,342720654.61,62.06,62.22,21707180.40,7648936.55,154877841.40,184551523.39,97.00,93.00
1636.00,16.00,19427061.77,5807743.34,147258860.04,175618237.82,322877097.86,63.06,63.09,30382139.72,17928225.64,156574953.86,185561509.84,342136463.70,61.86,62.21,19049533.90,4499790.18,154357916.77,184242105.57,97.00,93.00
1637.00,16.00,19943627.38,6419841.57,147359917.57,175678379.23,323038296.80,63.26,63.05,30348710.20,17888613.73,156568413.93,185557617.80,342126031.73,62.06,62.18,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
1638.00,16.00,18919251.51,5206019.65,147159515.35,175559115.76,322718631.11,63.20,63.22,29730264.16,17155793.51,156447425.18,185485614.91,341933040.09,61.99,62.33,18815527.29,4222506.85,154312137.24,184214861.24,97.00,93.00
1639.00,16.00,22403084.61,9334145.94,147841069.74,175964722.76,323805792.50,63.28,63.08,32722205.82,20701058.92,157032749.13,185833953.20,342866702.33,62.07,62.20,22542918.29,8639234.15,155041339.71,184648824.59,97.00,93.00
1640.00,16.00,20044711.87,6539620.42,147379693.08,175690148.04,323069841.12,63.28,62.95,30749864.39,18363956.58,156646893.12,185604322.37,342251215.49,62.10,62.08,20035704.62,5668341.35,154550844.77,184356920.99,97.00,93.00
1641.00,16.00,18063615.10,4192143.54,146992124.22,175459497.86,322451622.08,63.09,63.13,28192506.44,15333645.92,156146588.29,185306580.70,341453168.99,61.87,62.31,18247225.53,3549104.48,154200958.39,184148696.42,97.00,93.00
1642.00,16.00,21657288.03,8450423.22,147695166.96,175877893.02,323573059.98,63.16,63.12,32187333.56,20067268.45,156928110.22,185771680.44,342699790.66,61.94,62.26,21974616.52,7965831.78,154930160.85,184582659.77,97.00,93.00
1643.00,16.00,21270460.78,7992056.90,147619490.60,175832856.46,323452347.06,63.17,63.11,31201162.85,18898717.28,156735182.21,185656865.02,342392047.23,61.96,62.26,21723895.16,7668742.50,154881111.36,184553469.41,97.00,93.00
1644.00,16.00,19860849.53,6321754.95,147343723.45,175668741.77,323012465.22,63.20,63.20,30031129.80,17512300.64,156506284.57,185520643.34,342026927.91,61.98,62.34,19851842.28,5450475.88,154514875.14,184335514.72,97.00,93.00
1645.00,16.00,19466858.81,5854900.37,147266645.67,175622871.21,322889516.88,63.24,62.99,29579831.34,16977539.94,156417995.48,185468100.69,341886096.17,62.01,62.12,19667979.94,5232610.40,154478905.52,184314108.46,97.00,93.00
1646.00,16.00,20373435.44,6929137.48,147444002.41,175728419.84,323172422.25,63.29,63.09,30883582.45,18522404.20,156673052.85,185619890.56,342292943.41,62.05,62.22,20687580.17,6440773.48,154678373.46,184432815.92,97.00,93.00
1647.00,16.00,20136245.07,6648081.59,147397600.03,175700804.84,323098404.87,63.09,63.09,30582716.81,18165897.06,156614193.46,185584862.13,342199055.59,61.89,62.22,19634550.43,5192998.50,154472365.58,184310216.41,97.00,93.00
1648.00,16.00,18772798.39,5032481.79,147130864.22,175542064.88,322672929.10,63.27,63.08,29496257.55,16878510.18,156401645.65,185458370.57,341860016.22,62.04,62.17,18765383.02,4163089.00,154302327.34,184209023.16,97.00,93.00
1649.00,16.00,21260909.49,7980739.22,147617622.05,175831744.45,323449366.50,63.17,63.07,31619031.80,19393866.08,156816931.36,185705515.62,342522446.98,61.97,62.22,21590177.09,7510294.88,154854951.63,184537901.22,97.00,93.00
1650.00,16.00,19861645.48,6322698.09,147343879.16,175668834.44,323012713.60,63.21,63.17,31000585.76,18661045.86,156695942.61,185633512.73,342329455.34,61.99,62.29,19367114.30,4876103.27,154420046.12,184279080.03,97.00,93.00
1651.00,16.00,19396816.02,5771904.00,147252942.96,175614716.44,322867659.40,63.09,63.17,30248421.66,17769778.02,156548794.13,185545941.65,342094735.78,61.89,62.29,18815527.29,4222506.85,154312137.24,184214861.24,97.00,93.00
1652.00,16.00,19472430.40,5861502.35,147267735.66,175623519.88,322891255.54,63.14,63.09,30081274.08,17571718.50,156516094.47,185526481.41,342042575.88,61.93,62.24,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
1653.00,16.00,18690020.54,4934395.17,147114670.10,175532427.43,322647097.53,63.22,63.04,28994814.82,16284331.62,156303546.67,185399989.85,341703536.52,62.00,62.15,19450688.09,4975133.03,154436395.96,184288810.15,97.00,93.00
1654.00,16.00,19520982.79,5919033.93,147277234.13,175629172.62,322906406.75,63.23,63.11,30248421.66,17769778.02,156548794.13,185545941.65,342094735.78,62.01,62.25,19199966.72,4678043.75,154387346.46,184259619.79,97.00,93.00
1655.00,16.00,18654999.15,4892896.99,147107818.74,175528350.04,322636168.78,63.35,62.92,29178677.15,16502197.09,156339516.30,185421396.12,341760912.42,62.16,62.05,18999389.63,4440372.32,154348106.87,184236267.50,97.00,93.00
1656.00,16.00,18807023.85,5073036.83,147137559.86,175546049.59,322683609.45,63.33,63.00,28861096.75,16125884.00,156277386.94,185384421.66,341661808.60,62.09,62.17,18531376.41,3885805.67,154256547.81,184181778.83,97.00,93.00
1657.00,16.00,20770609.93,7399764.62,147521703.04,175774661.08,323296364.12,63.25,63.10,30482428.27,18047061.35,156594573.66,185573185.99,342167759.65,62.02,62.23,21456459.03,7351847.27,154828791.90,184522333.03,97.00,93.00
1658.00,16.00,20953676.32,7616686.96,147557516.95,175795974.68,323353491.63,63.20,63.11,31535458.01,19294836.32,156800581.53,185695785.50,342496367.03,61.98,62.25,21122163.87,6955728.23,154763392.58,184483412.55,97.00,93.00
1659.00,16.00,20630524.34,7233771.88,147494297.61,175758351.55,323252649.16,63.10,63.19,31034015.27,18700657.76,156702482.55,185637404.78,342339887.33,61.87,62.34,20470288.32,6183296.10,154635863.89,184407517.61,97.00,93.00
1660.00,16.00,19603760.64,6017120.55,147293428.25,175638810.07,322932238.32,63.11,63.08,30766579.15,18383762.53,156650163.09,185606268.40,342256431.49,61.90,62.22,19734838.97,5311834.21,154491985.38,184321892.56,97.00,93.00
1661.00,16.00,19731907.12,6168966.18,147318497.99,175653729.59,322972227.58,63.15,63.13,30198277.38,17710360.16,156538984.23,185540103.58,342079087.81,61.94,62.24,19968845.58,5589117.54,154537764.91,184349136.89,97.00,93.00
1662.00,16.00,19566351.42,5972792.94,147286109.76,175634454.68,322920564.44,63.23,62.98,29696834.65,17116181.60,156440885.25,185481722.86,341922608.11,62.02,62.11,19484117.61,5014744.93,154442935.89,184292702.20,97.00,93.00
1663.00,16.00,19731907.12,6168966.18,147318497.99,175653729.59,322972227.58,63.35,63.03,30816723.42,18443180.39,156659972.99,185612106.47,342272079.46,62.12,62.17,19868557.04,5470281.83,154518145.11,184337460.75,97.00,93.00
1664.00,16.00,20154551.71,6669773.82,147401181.43,175702936.20,323104117.63,63.13,63.20,30448998.75,18007449.44,156588033.73,185569293.94,342157327.67,61.93,62.33,20737724.44,6500191.33,154688183.35,184438654.00,97.00,93.00
1665.00,16.00,20304984.53,6848027.39,147430611.12,175720450.41,323151061.53,63.14,63.02,30933726.73,18581822.05,156682862.75,185625728.64,342308591.39,61.90,62.14,21138878.63,6975534.18,154766662.54,184485358.57,97.00,93.00
1666.00,16.00,21650920.51,8442878.10,147693921.26,175877151.68,323571072.94,63.21,63.12,32153904.05,20027656.55,156921570.28,185767788.39,342689358.67,62.01,62.23,22158478.86,8183697.25,154966130.48,184604066.04,97.00,93.00
1667.00,16.00,20172858.35,6691466.05,147404762.82,175705067.56,323109830.38,63.17,63.16,31301451.40,19017553.00,156754802.01,185668541.16,342423343.17,61.97,62.30,20035704.62,5668341.35,154550844.77,184356920.99,97.00,93.00
1668.00,16.00,20246880.85,6779178.13,147419244.10,175713685.66,323132929.76,63.23,63.04,30683005.36,18284732.77,156633813.26,185596538.28,342230351.54,62.03,62.19,20487003.08,6203102.05,154639133.86,184409463.64,97.00,93.00
1669.00,16.00,19496308.63,5889796.57,147272407.04,175626299.92,322898706.96,63.30,62.92,30031129.80,17512300.64,156506284.57,185520643.34,342026927.91,62.09,62.06,19918701.31,5529699.68,154527955.01,184343298.82,97.00,93.00
1670.00,16.00,20765834.28,7394105.78,147520768.76,175774105.07,323294873.83,63.19,63.18,32003471.23,19849402.98,156892140.59,185750274.17,342642414.76,61.94,62.34,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
1671.00,16.00,20075753.56,6576402.91,147385765.87,175693762.08,323079527.95,63.19,63.05,30866867.70,18502598.24,156669782.88,185617944.54,342287727.42,61.98,62.16,20687580.17,6440773.48,154678373.46,184432815.92,97.00,93.00
1672.00,16.00,19509043.68,5904886.82,147274898.44,175627782.60,322902681.04,63.22,63.18,29713549.40,17135987.56,156444155.21,185483668.88,341927824.09,62.02,62.30,20186137.44,5846594.92,154580274.47,184374435.20,97.00,93.00
1673.00,16.00,22380798.26,9307738.00,147836709.78,175962128.06,323798837.84,63.24,62.97,32872638.64,20879312.48,157062178.83,185851467.42,342913646.25,62.00,62.11,22927357.72,9094771.04,155116548.93,184693583.14,97.00,93.00
1674.00,16.00,20592319.18,7188501.14,147486823.40,175753903.49,323240726.89,63.21,63.02,31251307.13,18958135.14,156744992.11,185662703.09,342407695.20,61.98,62.15,21055304.84,6876504.42,154750312.71,184475628.45,97.00,93.00
1675.00,16.00,21961337.44,8810702.92,147754649.20,175913292.12,323667941.32,63.26,63.06,32003471.23,19849402.98,156892140.59,185750274.17,342642414.76,62.03,62.19,22425914.99,8500592.48,155018449.94,184635202.42,97.00,93.00
1676.00,16.00,18786329.39,5048515.18,147133511.33,175543640.23,322677151.56,63.15,63.11,29780408.44,17215211.36,156457235.08,185491452.98,341948688.06,61.93,62.22,18481232.14,3826387.81,154246737.91,184175940.76,97.00,93.00
1677.00,16.00,20771405.87,7400707.76,147521858.75,175774753.75,323296612.50,63.17,63.11,31752749.86,19552313.70,156843091.09,185721083.81,342564174.90,61.96,62.24,20503717.83,6222908.00,154642403.83,184411409.66,97.00,93.00
1678.00,16.00,20893184.82,7545008.27,147545682.79,175788931.92,323334614.71,63.13,62.94,31334880.91,19057164.90,156761341.94,185672433.21,342433775.15,61.93,62.03,21322740.97,7193399.65,154802632.17,184506764.84,97.00,93.00
1679.00,16.00,19930096.39,6403808.18,147357270.45,175676803.87,323034074.32,63.27,63.12,29897411.74,17353853.03,156480124.84,185505075.15,341985199.99,62.04,62.27,20102563.65,5747565.16,154563924.64,184364705.08,97.00,93.00
1680.00,16.00,19469246.64,5857729.79,147267112.81,175623149.21,322890262.02,63.15,63.14,29947556.01,17413270.88,156489934.74,185510913.22,342000847.96,61.93,62.30,18782097.78,4182894.95,154305597.31,184210969.19,97.00,93.00
1681.00,16.00,19957158.38,6435874.96,147362564.68,175679954.58,323042519.26,63.14,63.09,30231706.90,17749972.07,156545524.17,185543995.63,342089519.80,61.93,62.22,19651265.18,5212804.45,154475635.55,184312162.44,97.00,93.00
1682.00,16.00,20983126.13,7651583.16,147563278.32,175799403.39,323362681.71,63.20,62.96,31385025.19,19116582.76,156771151.84,185678271.28,342449423.12,61.99,62.10,21606891.85,7530100.84,154858221.60,184539847.24,97.00,93.00
1683.00,16.00,20371843.56,6927251.20,147443690.99,175728234.51,323171925.50,63.24,63.03,30666290.60,18264926.82,156630543.29,185594592.25,342225135.54,62.00,62.16,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
1684.00,16.00,22008297.95,8866348.21,147763836.25,175918759.52,323682595.77,63.20,63.11,32120474.53,19988044.64,156915030.35,185763896.34,342678926.69,61.98,62.23,22542918.29,8639234.15,155041339.71,184648824.59,97.00,93.00
1685.00,16.00,19998547.30,6484918.27,147370661.74,175684773.31,323055435.05,63.16,62.98,30749864.39,18363956.58,156646893.12,185604322.37,342251215.49,61.97,62.11,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
1686.00,16.00,20372639.50,6928194.34,147443846.70,175728327.18,323172173.88,63.23,63.17,31134303.82,18819493.48,156722102.34,185649080.92,342371183.26,62.00,62.31,20186137.44,5846594.92,154580274.47,184374435.20,97.00,93.00
1687.00,16.00,19675395.32,6102003.20,147307442.39,175647150.17,322954592.56,63.11,63.18,31100874.31,18779881.57,156715562.41,185645188.88,342360751.29,61.88,62.33,19066248.66,4519596.13,154361186.73,184244051.60,97.00,93.00
1688.00,16.00,20897164.52,7549723.97,147546461.35,175789395.26,323335856.61,63.20,63.13,31836323.65,19651343.46,156859440.92,185730813.93,342590254.85,61.97,62.27,21991331.28,7985637.73,154933430.82,184584605.80,97.00,93.00
1689.00,16.00,19201014.57,5539891.42,147214637.64,175591920.16,322806557.80,63.29,62.97,29629975.62,17036957.80,156427805.38,185473938.76,341901744.14,62.06,62.09,19383829.06,4895909.22,154423316.09,184281026.05,97.00,93.00
1690.00,16.00,19385672.85,5758700.03,147250762.98,175613419.09,322864182.07,63.26,63.22,30582716.81,18165897.06,156614193.46,185584862.13,342199055.59,62.05,62.37,19316970.03,4816685.41,154410236.23,184273241.96,97.00,93.00
1691.00,16.00,19399203.84,5774733.42,147253410.09,175614994.44,322868404.53,63.20,63.12,30031129.80,17512300.64,156506284.57,185520643.34,342026927.91,61.98,62.23,19534261.88,5074162.79,154452745.79,184298540.27,97.00,93.00
1692.00,16.00,18901740.81,5185270.56,147156089.67,175557077.06,322713166.73,63.22,63.16,29863982.22,17314241.12,156473584.91,185501183.10,341974768.01,61.99,62.28,19233396.24,4717655.65,154393886.39,184263511.84,97.00,93.00
1693.00,16.00,19585454.00,5995428.31,147289846.86,175636678.71,322926525.57,63.37,63.06,30616146.33,18205508.96,156620733.39,185588754.18,342209487.57,62.14,62.18,20035704.62,5668341.35,154550844.77,184356920.99,97.00,93.00
1694.00,16.00,20129081.60,6639593.32,147396198.62,175699970.83,323096169.45,63.30,63.06,30933726.73,18581822.05,156682862.75,185625728.64,342308591.39,62.07,62.17,19651265.18,5212804.45,154475635.55,184312162.44,97.00,93.00
1695.00,16.00,21890498.70,8726763.41,147740790.77,175905044.69,323645835.46,63.16,63.00,32254192.60,20146492.26,156941190.08,185779464.53,342720654.61,61.92,62.11,22242052.65,8282727.01,154982480.31,184613796.16,97.00,93.00
1696.00,16.00,21631021.98,8419299.58,147690028.44,175874834.98,323564863.42,63.23,63.07,32387910.66,20304939.88,156967349.81,185795032.72,342762382.53,62.00,62.20,21857613.22,7827190.12,154907271.09,184569037.60,97.00,93.00
1697.00,16.00,17971285.96,4082739.23,146974061.55,175448748.39,322422809.94,63.26,63.13,27808067.01,14878109.03,156071379.07,185261822.15,341333201.22,62.05,62.27,18865671.57,4281924.71,154321947.14,184220699.31,97.00,93.00
1698.00,16.00,19806725.56,6257621.39,147333134.99,175662440.36,322995575.35,63.21,62.96,30081274.08,17571718.50,156516094.47,185526481.41,342042575.88,62.01,62.09,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
1699.00,16.00,22228773.56,9127598.15,147806968.66,175944428.51,323751397.17,63.22,63.16,33374081.37,21473491.04,157160277.82,185909848.14,343070125.96,61.99,62.30,22108334.59,8124279.40,154956320.58,184598227.96,97.00,93.00
1700.00,16.00,18963824.20,5258835.53,147168235.26,175564305.15,322732540.41,63.15,63.01,29947556.01,17413270.88,156489934.74,185510913.22,342000847.96,61.94,62.16,18380943.59,3707552.10,154227118.12,184164264.61,97.00,93.00
1701.00,17.00,19350651.45,5717201.84,147243911.62,175609341.71,322853253.33,63.55,63.38,29028244.33,16323943.52,156310086.60,185403881.90,341713968.50,62.38,62.52,20269711.22,5945624.68,154596624.30,184384165.32,97.00,93.00
1702.00,17.00,19398407.90,5773790.28,147253254.38,175614901.78,322868156.16,63.43,63.42,28894526.27,16165495.91,156283926.87,185388313.71,341672240.58,62.23,62.58,20520432.59,6242713.96,154645673.79,184413355.68,97.00,93.00
1703.00,17.00,18574609.12,4797639.79,147092091.76,175518990.59,322611082.35,63.61,63.27,28175791.68,15313839.97,156143318.32,185304634.68,341447953.00,62.37,62.40,19484117.61,5014744.93,154442935.89,184292702.20,97.00,93.00
1704.00,17.00,19092766.61,5411624.30,147193460.71,175579317.34,322772778.05,63.50,63.30,28058788.38,15175198.31,156120428.56,185291012.51,341411441.07,62.31,62.49,19684694.70,5252416.36,154482175.48,184316054.48,97.00,93.00
1705.00,17.00,19644353.62,6065220.72,147301369.60,175643536.13,322944905.73,63.46,63.36,29061673.85,16363555.43,156316626.53,185407773.95,341724400.48,62.26,62.47,20219566.95,5886206.82,154586814.40,184378327.25,97.00,93.00
1706.00,17.00,20660770.09,7269611.23,147500214.69,175761872.92,323262087.61,63.46,63.42,29847267.47,17294435.17,156470314.94,185499237.08,341969552.02,62.25,62.61,21790754.19,7747966.31,154894191.23,184561253.51,97.00,93.00
1707.00,17.00,18266580.01,4432644.39,147031830.95,175483128.15,322514959.10,63.56,63.34,27490486.61,14501795.94,156009249.71,185224847.69,341234097.40,62.35,62.53,19534261.88,5074162.79,154452745.79,184298540.27,97.00,93.00
1708.00,17.00,19230464.38,5574787.62,147220399.01,175595348.87,322815747.88,63.66,63.18,28576945.87,15789182.82,156221797.51,185351339.25,341573136.76,62.47,62.37,20587291.62,6321937.76,154658753.66,184421139.78,97.00,93.00
1709.00,17.00,18987702.42,5287129.74,147172906.64,175567085.19,322739991.83,63.54,63.39,28510086.84,15709959.01,156208717.65,185343555.16,341552272.81,62.35,62.54,20620721.14,6361549.67,154665293.59,184425031.83,97.00,93.00
1710.00,17.00,18465565.23,4668429.53,147070759.12,175506295.10,322577054.22,63.59,63.44,28242650.71,15393063.78,156156398.19,185312418.77,341468816.96,62.42,62.60,19868557.04,5470281.83,154518145.11,184337460.75,97.00,93.00
1711.00,17.00,18399502.13,4590148.86,147057834.97,175498603.68,322556438.65,63.34,63.32,28159076.93,15294034.02,156140048.36,185302688.65,341442737.01,62.16,62.49,19250111.00,4737461.60,154397156.36,184265457.86,97.00,93.00
1712.00,17.00,19587841.82,5998257.73,147290314.00,175636956.72,322927270.72,63.43,63.49,29145247.64,16462585.19,156332976.36,185417504.07,341750480.43,62.22,62.67,20587291.62,6321937.76,154658753.66,184421139.78,97.00,93.00
1713.00,17.00,19428653.65,5809629.62,147259171.46,175618423.15,322877594.61,63.47,63.49,28610375.39,15828794.72,156228337.44,185355231.30,341583568.74,62.27,62.68,20754439.20,6519997.28,154691453.32,184440600.02,97.00,93.00
1714.00,17.00,20063018.51,6561312.66,147383274.47,175692279.40,323075553.87,63.48,63.48,29696834.65,17116181.60,156440885.25,185481722.86,341922608.11,62.25,62.66,21423029.52,7312235.36,154822251.97,184518440.98,97.00,93.00
1715.00,17.00,18354929.45,4537332.99,147049115.06,175493414.28,322542529.34,63.60,63.46,28008644.10,15115780.45,156110618.66,185285174.44,341395793.10,62.40,62.59,19266825.75,4757267.56,154400426.33,184267403.88,97.00,93.00
1716.00,17.00,20390946.14,6949886.57,147447428.09,175730458.54,323177886.63,63.50,63.47,30064559.32,17551912.55,156512824.51,185524535.39,342037359.90,62.30,62.63,22158478.86,8183697.25,154966130.48,184604066.04,97.00,93.00
1717.00,17.00,19023519.76,5329571.07,147179913.71,175571255.24,322751168.95,63.56,63.36,28476657.32,15670347.11,156202177.71,185339663.11,341541840.82,62.36,62.55,20537147.35,6262519.91,154648943.76,184415301.71,97.00,93.00
1718.00,17.00,18709919.07,4957973.68,147118562.92,175534744.12,322653307.04,63.49,63.50,27824781.77,14897914.98,156074649.03,185263768.17,341338417.20,62.29,62.64,19183251.97,4658237.80,154384076.50,184257673.76,97.00,93.00
1719.00,17.00,19726335.53,6162364.19,147317408.00,175653080.91,322970488.91,63.54,63.43,29161962.40,16482391.14,156336246.33,185419450.09,341755696.42,62.36,62.59,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
1720.00,17.00,19913381.63,6384002.23,147354000.48,175674857.85,323028858.33,63.30,63.51,29195391.91,16522003.04,156342786.26,185423342.14,341766128.40,62.11,62.68,21255881.94,7114175.84,154789552.31,184498980.74,97.00,93.00
1721.00,17.00,19006009.06,5308821.98,147176488.03,175569216.55,322745704.58,63.56,63.29,28342939.26,15511899.49,156176017.98,185324094.92,341500112.90,62.37,62.47,20904872.02,6698250.85,154720883.02,184458114.24,97.00,93.00
1722.00,17.00,18172658.99,4321353.80,147013456.86,175472193.35,322485650.21,63.53,63.40,27741207.98,14798885.22,156058299.20,185254038.05,341312337.25,62.32,62.56,19233396.24,4717655.65,154393886.39,184263511.84,97.00,93.00
1723.00,17.00,17977653.48,4090284.36,146975307.25,175449489.74,322424796.99,63.56,63.38,27891640.80,14977138.79,156087728.90,185271552.27,341359281.17,62.35,62.53,18765383.02,4163089.00,154302327.34,184209023.16,97.00,93.00
1724.00,17.00,19135747.42,5462553.89,147201869.20,175584321.40,322786190.60,63.43,63.40,28727378.69,15967436.39,156251227.21,185368853.47,341620080.68,62.22,62.57,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
1725.00,17.00,18969395.78,5265437.51,147169325.25,175564953.83,322734279.08,63.52,63.37,28877811.51,16145689.96,156280656.90,185386367.68,341667024.58,62.32,62.52,20553862.11,6282325.86,154652213.73,184417247.73,97.00,93.00
1726.00,17.00,19314038.17,5673817.38,147236748.84,175605078.99,322841827.83,63.45,63.38,29228821.43,16561614.95,156349326.19,185427234.19,341776560.38,62.27,62.55,19885271.79,5490087.78,154521415.08,184339406.77,97.00,93.00
1727.00,17.00,19164401.29,5496506.95,147207474.85,175587657.44,322795132.29,63.41,63.44,28593660.63,15808988.77,156225067.48,185353285.28,341578352.76,62.24,62.59,19918701.31,5529699.68,154527955.01,184343298.82,97.00,93.00
1728.00,17.00,17578091.18,3616827.79,146897139.49,175402970.50,322300109.99,63.51,63.48,27373483.31,14363154.28,155986359.94,185211225.52,341197585.46,62.33,62.64,18614950.20,3984835.43,154272897.64,184191508.95,97.00,93.00
1729.00,17.00,18773594.33,5033424.93,147131019.93,175542157.55,322673177.48,63.53,63.40,28326224.50,15492093.54,156172748.02,185322148.89,341494896.91,62.32,62.57,20186137.44,5846594.92,154580274.47,184374435.20,97.00,93.00
1730.00,17.00,18105799.96,4242129.99,147000376.99,175464409.25,322464786.24,63.48,63.30,27490486.61,14501795.94,156009249.71,185224847.69,341234097.40,62.29,62.46,18882386.32,4301730.66,154325217.10,184222645.33,97.00,93.00
1731.00,17.00,18878658.53,5157919.49,147151574.00,175554389.70,322705963.70,63.55,63.26,28894526.27,16165495.91,156283926.87,185388313.71,341672240.58,62.35,62.40,20152707.92,5806983.01,154573734.54,184370543.16,97.00,93.00
1732.00,17.00,19288568.06,5643636.88,147231766.03,175602113.62,322833879.65,63.53,63.45,29044959.09,16343749.48,156313356.57,185405827.92,341719184.49,62.33,62.63,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
1733.00,17.00,19236831.91,5582332.74,147221644.71,175596090.21,322817734.92,63.52,63.30,29446113.28,16819092.32,156391835.75,185452532.50,341844368.25,62.32,62.45,19835127.52,5430669.92,154511605.18,184333568.70,97.00,93.00
1734.00,17.00,19114257.02,5437089.09,147197664.96,175581819.37,322779484.33,63.41,63.27,28944670.54,16224913.76,156293736.77,185394151.78,341687888.55,62.21,62.48,19868557.04,5470281.83,154518145.11,184337460.75,97.00,93.00
1735.00,17.00,18339806.57,4519413.32,147046156.52,175491653.59,322537810.11,63.60,63.37,27674348.95,14719661.41,156045219.34,185246253.96,341291473.30,62.41,62.54,19835127.52,5430669.92,154511605.18,184333568.70,97.00,93.00
1736.00,17.00,18644651.92,4880636.16,147105794.48,175527145.36,322632939.84,63.59,63.33,28911241.03,16185301.86,156287196.84,185390259.73,341677456.57,62.43,62.50,19450688.09,4975133.03,154436395.96,184288810.15,97.00,93.00
1737.00,17.00,19653108.97,6075595.26,147303082.44,175644555.48,322947637.92,63.43,63.40,28844382.00,16106078.05,156274116.97,185382475.64,341656592.61,62.22,62.56,20888157.26,6678444.90,154717613.05,184456168.21,97.00,93.00
